,strain,D12,D3,plate,well,col,row,replicate,estradiol,auc,dgr
111,PL0012,sh3.2,pdz.2,2,B4,4,B,1,5,3.9155,0.004
112,PL0012,sh3.2,pdz.2,2,B5,5,B,2,5,4.3765,0.004
113,PL0012,sh3.2,pdz.2,2,B6,6,B,3,5,5.1075,0.004
114,PL0012,sh3.2,pdz.2,2,B7,7,B,1,10,3.853,0.004
115,PL0012,sh3.2,pdz.2,2,B8,8,B,2,10,4.9005,0.004
116,PL0012,sh3.2,pdz.2,2,B9,9,B,3,10,6.7055,0.00800000000000001
117,PL0012,sh3.2,pdz.2,2,B10,10,B,1,20,4.1315,0.004
118,PL0012,sh3.2,pdz.2,2,B11,11,B,2,20,5.07,0.004
119,PL0012,sh3.2,pdz.2,2,B12,12,B,3,20,6.757,0.004
120,PL0012,sh3.3,pdz.2,2,C1,1,C,1,0,5.718,0.00800000000000001
121,PL0012,sh3.3,pdz.2,2,C2,2,C,2,0,5.7615,0.004
122,PL0012,sh3.3,pdz.2,2,C3,3,C,3,0,9.428,0.02
123,PL0012,sh3.3,pdz.2,2,C4,4,C,1,5,4.2105,0.004
124,PL0012,sh3.3,pdz.2,2,C5,5,C,2,5,5.4365,0.004
125,PL0012,sh3.3,pdz.2,2,C6,6,C,3,5,4.691,0.004
126,PL0012,sh3.3,pdz.2,2,C7,7,C,1,10,3.975,0.004
127,PL0012,sh3.3,pdz.2,2,C8,8,C,2,10,5.9435,0.00799999999999995
128,PL0012,sh3.3,pdz.2,2,C9,9,C,3,10,4.978,0.004
129,PL0012,sh3.3,pdz.2,2,C10,10,C,1,20,4.2685,0.004
130,PL0012,sh3.3,pdz.2,2,C11,11,C,2,20,6.4235,0.00800000000000001
131,PL0012,sh3.3,pdz.2,2,C12,12,C,3,20,5.7965,0.004
132,PL0012,pdz.3,sh3.2,2,D1,1,D,1,0,4.7505,0.004
133,PL0012,pdz.3,sh3.2,2,D2,2,D,2,0,4.399,0.004
134,PL0012,pdz.3,sh3.2,2,D3,3,D,3,0,3.7515,0.004
135,PL0012,pdz.3,sh3.2,2,D4,4,D,1,5,4.586,0.004
136,PL0012,pdz.3,sh3.2,2,D5,5,D,2,5,5.114,0.00800000000000001
137,PL0012,pdz.3,sh3.2,2,D6,6,D,3,5,4.468,0.004
138,PL0012,pdz.3,sh3.2,2,D7,7,D,1,10,4.25,0.004
139,PL0012,pdz.3,sh3.2,2,D8,8,D,2,10,5.534,0.004
140,PL0012,pdz.3,sh3.2,2,D9,9,D,3,10,5.418,0.00800000000000001
141,PL0012,pdz.3,sh3.2,2,D10,10,D,1,20,4.682,0.004
142,PL0012,pdz.3,sh3.2,2,D11,11,D,2,20,6.081,0.00800000000000001
143,PL0012,pdz.3,sh3.2,2,D12,12,D,3,20,6.0745,0.00800000000000001
144,PL0012,sh3.1,sh3.1,2,E1,1,E,1,0,4.9315,0.004
145,PL0012,sh3.1,sh3.1,2,E2,2,E,2,0,6.51,0.00800000000000001
146,PL0012,sh3.1,sh3.1,2,E3,3,E,3,0,4.724,0.004
147,PL0012,sh3.1,sh3.1,2,E4,4,E,1,5,5.2375,0.004
148,PL0012,sh3.1,sh3.1,2,E5,5,E,2,5,5.4715,0.004
149,PL0012,sh3.1,sh3.1,2,E6,6,E,3,5,5.8705,0.00800000000000001
150,PL0012,sh3.1,sh3.1,2,E7,7,E,1,10,6.6855,0.012
151,PL0012,sh3.1,sh3.1,2,E8,8,E,2,10,8.8255,0.016
152,PL0012,sh3.1,sh3.1,2,E9,9,E,3,10,6.6775,0.012
153,PL0012,sh3.1,sh3.1,2,E10,10,E,1,20,7.1635,0.012
154,PL0012,sh3.1,sh3.1,2,E11,11,E,2,20,9.374,0.02
155,PL0012,sh3.1,sh3.1,2,E12,12,E,3,20,9.7215,0.016
156,PL0012,sh3.1,sh3.2,2,F1,1,F,1,0,4.7565,0.004
157,PL0012,sh3.1,sh3.2,2,F2,2,F,2,0,4.9005,0.004
158,PL0012,sh3.1,sh3.2,2,F3,3,F,3,0,4.104,0.004
159,PL0012,sh3.1,sh3.2,2,F4,4,F,1,5,4.669,0.004
160,PL0012,sh3.1,sh3.2,2,F5,5,F,2,5,4.7015,0.004
161,PL0012,sh3.1,sh3.2,2,F6,6,F,3,5,4.4905,0.004
162,PL0012,sh3.1,sh3.2,2,F7,7,F,1,10,4.9085,0.004
163,PL0012,sh3.1,sh3.2,2,F8,8,F,2,10,5.4315,0.00800000000000001
164,PL0012,sh3.1,sh3.2,2,F9,9,F,3,10,5.9085,0.00800000000000001
165,PL0012,sh3.1,sh3.2,2,F10,10,F,1,20,4.75,0.004
166,PL0012,sh3.1,sh3.2,2,F11,11,F,2,20,6.315,0.00800000000000001
167,PL0012,sh3.1,sh3.2,2,F12,12,F,3,20,6.495,0.0279999999999999
168,PL0012,sh3.2,sh3.1,2,G1,1,G,1,0,5.8005,0.004
169,PL0012,sh3.2,sh3.1,2,G2,2,G,2,0,5.0035,0.004
170,PL0012,sh3.2,sh3.1,2,G3,3,G,3,0,5.2035,0.004
171,PL0012,sh3.2,sh3.1,2,G4,4,G,1,5,6.5205,0.012
172,PL0012,sh3.2,sh3.1,2,G5,5,G,2,5,5.3025,0.00800000000000001
173,PL0012,sh3.2,sh3.1,2,G6,6,G,3,5,5.573,0.00800000000000001
174,PL0012,sh3.2,sh3.1,2,G7,7,G,1,10,5.843,0.00800000000000001
175,PL0012,sh3.2,sh3.1,2,G8,8,G,2,10,5.333,0.00800000000000001
176,PL0012,sh3.2,sh3.1,2,G9,9,G,3,10,6.079,0.00800000000000001
177,PL0012,sh3.2,sh3.1,2,G10,10,G,1,20,6.2065,0.012
178,PL0012,sh3.2,sh3.1,2,G11,11,G,2,20,5.935,0.00800000000000001
179,PL0012,sh3.2,sh3.1,2,G12,12,G,3,20,6.2755,0.00800000000000001
180,PL0012,pdz.1,pdz.1,2,H1,1,H,1,0,6.1735,0.004
181,PL0012,pdz.1,pdz.1,2,H2,2,H,2,0,5.69,0.004
182,PL0012,pdz.1,pdz.1,2,H3,3,H,3,0,5.398,0.004
183,PL0012,pdz.1,pdz.1,2,H4,4,H,1,5,5.82,0.004
184,PL0012,pdz.1,pdz.1,2,H5,5,H,2,5,5.4535,0.004
185,PL0012,pdz.1,pdz.1,2,H6,6,H,3,5,5.9,0.004
186,PL0012,pdz.1,pdz.1,2,H7,7,H,1,10,6.036,0.00799999999999995
187,PL0012,pdz.1,pdz.1,2,H8,8,H,2,10,5.848,0.004
188,PL0012,pdz.1,pdz.1,2,H9,9,H,3,10,6.198,0.00800000000000001
189,PL0012,pdz.1,pdz.1,2,H10,10,H,1,20,5.6615,0.004
190,PL0012,pdz.1,pdz.1,2,H11,11,H,2,20,6.627,0.00800000000000001
191,PL0012,pdz.1,pdz.1,2,H12,12,H,3,20,6.7625,0.00800000000000001
192,PL0012,pdz.1,pdz.3,3,A1,1,A,1,0,5.9145,0.004
193,PL0012,pdz.1,pdz.3,3,A2,2,A,2,0,3.883,0.004
194,PL0012,pdz.1,pdz.3,3,A3,3,A,3,0,3.8865,0.004
195,PL0012,pdz.1,pdz.3,3,A4,4,A,1,5,5.353,0.004
196,PL0012,pdz.1,pdz.3,3,A5,5,A,2,5,4.7295,0.004
197,PL0012,pdz.1,pdz.3,3,A6,6,A,3,5,4.073,0.004
198,PL0012,pdz.1,pdz.3,3,A7,7,A,1,10,4.595,0.004
199,PL0012,pdz.1,pdz.3,3,A8,8,A,2,10,4.5125,0.004
200,PL0012,pdz.1,pdz.3,3,A9,9,A,3,10,5.3365,0.004
201,PL0012,pdz.1,pdz.3,3,A10,10,A,1,20,2.6155,0.004
202,PL0012,pdz.1,pdz.3,3,A11,11,A,2,20,4.2705,0.004
203,PL0012,pdz.1,pdz.3,3,A12,12,A,3,20,4.078,0.004
204,PL0012,pdz.3,pdz.3,3,B1,1,B,1,0,9.1695,0.02
205,PL0012,pdz.3,pdz.3,3,B2,2,B,2,0,3.714,0.004
206,PL0012,pdz.3,pdz.3,3,B3,3,B,3,0,3.431,0.004
207,PL0012,pdz.3,pdz.3,3,B4,4,B,1,5,6.7515,0.016
208,PL0012,pdz.3,pdz.3,3,B5,5,B,2,5,4.391,0.004
209,PL0012,pdz.3,pdz.3,3,B6,6,B,3,5,4.2325,0.00800000000000001
210,PL0012,pdz.3,pdz.3,3,B7,7,B,1,10,5.0705,0.00800000000000001
211,PL0012,pdz.3,pdz.3,3,B8,8,B,2,10,4.6565,0.00800000000000001
212,PL0012,pdz.3,pdz.3,3,B9,9,B,3,10,4.7395,0.004
213,PL0012,pdz.3,pdz.3,3,B10,10,B,1,20,2.371,0.004
214,PL0012,pdz.3,pdz.3,3,B11,11,B,2,20,3.8215,0.004
215,PL0012,pdz.3,pdz.3,3,B12,12,B,3,20,4.532,0.004
216,PL0012,pdz.1,sh3.2,3,C1,1,C,1,0,5.407,0.004
217,PL0012,pdz.1,sh3.2,3,C2,2,C,2,0,3.066,0.004
218,PL0012,pdz.1,sh3.2,3,C3,3,C,3,0,3.391,0.004
219,PL0012,pdz.1,sh3.2,3,C4,4,C,1,5,3.821,0.004
220,PL0012,pdz.1,sh3.2,3,C5,5,C,2,5,3.5395,0.004
221,PL0012,pdz.1,sh3.2,3,C6,6,C,3,5,3.724,0.004
222,PL0012,pdz.1,sh3.2,3,C7,7,C,1,10,3.098,0.004
223,PL0012,pdz.1,sh3.2,3,C8,8,C,2,10,3.478,0.004
224,PL0012,pdz.1,sh3.2,3,C9,9,C,3,10,4.06,0.004
225,PL0012,pdz.1,sh3.2,3,C10,10,C,1,20,1.6105,0.004
226,PL0012,pdz.1,sh3.2,3,C11,11,C,2,20,3.4535,0.004
227,PL0012,pdz.1,sh3.2,3,C12,12,C,3,20,3.7055,0.004
228,PL0012,sh3.2,pdz.1,3,D1,1,D,1,0,6.661,0.004
229,PL0012,sh3.2,pdz.1,3,D2,2,D,2,0,3.4925,0.004
230,PL0012,sh3.2,pdz.1,3,D3,3,D,3,0,3.291,0.004
231,PL0012,sh3.2,pdz.1,3,D4,4,D,1,5,3.5895,0.004
232,PL0012,sh3.2,pdz.1,3,D5,5,D,2,5,3.593,0.004
233,PL0012,sh3.2,pdz.1,3,D6,6,D,3,5,4.0425,0.004
234,PL0012,sh3.2,pdz.1,3,D7,7,D,1,10,3.286,0.004
235,PL0012,sh3.2,pdz.1,3,D8,8,D,2,10,4.031,0.004
236,PL0012,sh3.2,pdz.1,3,D9,9,D,3,10,4.4495,0.004
237,PL0012,sh3.2,pdz.1,3,D10,10,D,1,20,2.1845,0.004
238,PL0012,sh3.2,pdz.1,3,D11,11,D,2,20,3.773,0.004
239,PL0012,sh3.2,pdz.1,3,D12,12,D,3,20,4.3415,0.004
240,PL0012,empty,empty,3,E1,1,E,1,0,4.908,0.004
241,PL0012,empty,empty,3,E2,2,E,2,0,4.0355,0.004
242,PL0012,empty,empty,3,E3,3,E,3,0,2.624,0.004
243,PL0012,empty,empty,3,E4,4,E,1,5,3.149,0.004
244,PL0012,empty,empty,3,E5,5,E,2,5,4.3815,0.004
245,PL0012,empty,empty,3,E6,6,E,3,5,3.181,0.004
246,PL0012,empty,empty,3,E7,7,E,1,10,1.7885,0.004
247,PL0012,empty,empty,3,E8,8,E,2,10,4.407,0.004
248,PL0012,empty,empty,3,E9,9,E,3,10,3.616,0.004
249,PL0012,empty,empty,3,E10,10,E,1,20,1.4545,0.004
250,PL0012,empty,empty,3,E11,11,E,2,20,3.9545,0.004
251,PL0012,empty,empty,3,E12,12,E,3,20,3.886,0.004
252,PL0013,sh3.1,pdz.1,3,F1,1,F,1,0,7.542,0.00800000000000001
253,PL0013,sh3.1,pdz.1,3,F2,2,F,2,0,4.9115,0.004
254,PL0013,sh3.1,pdz.1,3,F3,3,F,3,0,3.198,0.004
255,PL0013,sh3.1,pdz.1,3,F4,4,F,1,5,17.938,0.044
256,PL0013,sh3.1,pdz.1,3,F5,5,F,2,5,13.705,0.028
257,PL0013,sh3.1,pdz.1,3,F6,6,F,3,5,11.37,0.028
258,PL0013,sh3.1,pdz.1,3,F7,7,F,1,10,26.9615,0.0679999999999996
259,PL0013,sh3.1,pdz.1,3,F8,8,F,2,10,24.8335,0.0600000000000001
260,PL0013,sh3.1,pdz.1,3,F9,9,F,3,10,24.744,0.0680000000000001
261,PL0013,sh3.1,pdz.1,3,F10,10,F,1,20,27.0305,0.0760000000000001
262,PL0013,sh3.1,pdz.1,3,F11,11,F,2,20,37.659,0.0800000000000001
263,PL0013,sh3.1,pdz.1,3,F12,12,F,3,20,33.8555,0.0720000000000001
264,PL0013,sh3.3,pdz.3,3,G1,1,G,1,0,8.237,0.012
265,PL0013,sh3.3,pdz.3,3,G2,2,G,2,0,7.473,0.028
266,PL0013,sh3.3,pdz.3,3,G3,3,G,3,0,4.3165,0.004
267,PL0013,sh3.3,pdz.3,3,G4,4,G,1,5,7.6875,0.016
268,PL0013,sh3.3,pdz.3,3,G5,5,G,2,5,4.891,0.00800000000000001
269,PL0013,sh3.3,pdz.3,3,G6,6,G,3,5,5.7915,0.016
270,PL0013,sh3.3,pdz.3,3,G7,7,G,1,10,4.1615,0.004
271,PL0013,sh3.3,pdz.3,3,G8,8,G,2,10,4.508,0.00800000000000001
272,PL0013,sh3.3,pdz.3,3,G9,9,G,3,10,5.2525,0.00800000000000001
273,PL0013,sh3.3,pdz.3,3,G10,10,G,1,20,2.205,0.004
274,PL0013,sh3.3,pdz.3,3,G11,11,G,2,20,4.5125,0.00800000000000001
275,PL0013,sh3.3,pdz.3,3,G12,12,G,3,20,4.956,0.004
276,PL0013,sh3.1,pdz.3,3,H1,1,H,1,0,7.874,0.00800000000000001
277,PL0013,sh3.1,pdz.3,3,H2,2,H,2,0,6.192,0.00800000000000001
278,PL0013,sh3.1,pdz.3,3,H3,3,H,3,0,4.3185,0.004
279,PL0013,sh3.1,pdz.3,3,H4,4,H,1,5,9.1605,0.012
280,PL0013,sh3.1,pdz.3,3,H5,5,H,2,5,7.039,0.00800000000000001
281,PL0013,sh3.1,pdz.3,3,H6,6,H,3,5,4.5975,0.004
282,PL0013,sh3.1,pdz.3,3,H7,7,H,1,10,6.3225,0.00800000000000001
283,PL0013,sh3.1,pdz.3,3,H8,8,H,2,10,7.891,0.016
284,PL0013,sh3.1,pdz.3,3,H9,9,H,3,10,5.6285,0.012
285,PL0013,sh3.1,pdz.3,3,H10,10,H,1,20,3.357,0.00800000000000001
286,PL0013,sh3.1,pdz.3,3,H11,11,H,2,20,9.2925,0.024
287,PL0013,sh3.1,pdz.3,3,H12,12,H,3,20,5.8465,0.016
288,PL0013,sh3.3,pdz.1,4,A1,1,A,1,0,4.756,0.004
289,PL0013,sh3.3,pdz.1,4,A2,2,A,2,0,4.727,0.004
290,PL0013,sh3.3,pdz.1,4,A3,3,A,3,0,4.415,0.004
291,PL0013,sh3.3,pdz.1,4,A4,4,A,1,5,5.525,0.004
292,PL0013,sh3.3,pdz.1,4,A5,5,A,2,5,5.532,0.004
293,PL0013,sh3.3,pdz.1,4,A6,6,A,3,5,5.127,0.00800000000000001
294,PL0013,sh3.3,pdz.1,4,A7,7,A,1,10,5.624,0.00800000000000001
295,PL0013,sh3.3,pdz.1,4,A8,8,A,2,10,4.908,0.004
296,PL0013,sh3.3,pdz.1,4,A9,9,A,3,10,4.9905,0.00800000000000001
297,PL0013,sh3.3,pdz.1,4,A10,10,A,1,20,7.4645,0.016
298,PL0013,sh3.3,pdz.1,4,A11,11,A,2,20,5.4295,0.00800000000000001
299,PL0013,sh3.3,pdz.1,4,A12,12,A,3,20,5.0845,0.004
300,PL0013,pdz.3,sh3.3,4,B1,1,B,1,0,4.3125,0.004
301,PL0013,pdz.3,sh3.3,4,B2,2,B,2,0,3.162,0.004
302,PL0013,pdz.3,sh3.3,4,B3,3,B,3,0,3.8865,0.004
303,PL0013,pdz.3,sh3.3,4,B4,4,B,1,5,3.703,0.004
304,PL0013,pdz.3,sh3.3,4,B5,5,B,2,5,3.4015,0.004
305,PL0013,pdz.3,sh3.3,4,B6,6,B,3,5,3.722,0.004
306,PL0013,pdz.3,sh3.3,4,B7,7,B,1,10,3.7085,0.004
307,PL0013,pdz.3,sh3.3,4,B8,8,B,2,10,3.152,0.004
308,PL0013,pdz.3,sh3.3,4,B9,9,B,3,10,3.656,0.004
309,PL0013,pdz.3,sh3.3,4,B10,10,B,1,20,3.663,0.004
310,PL0013,pdz.3,sh3.3,4,B11,11,B,2,20,3.17,0.004
311,PL0013,pdz.3,sh3.3,4,B12,12,B,3,20,3.955,0.004
312,PL0013,pdz.1,sh3.3,4,C1,1,C,1,0,3.7025,0.004
313,PL0013,pdz.1,sh3.3,4,C2,2,C,2,0,3.464,0.004
314,PL0013,pdz.1,sh3.3,4,C3,3,C,3,0,4.8465,0.004
315,PL0013,pdz.1,sh3.3,4,C4,4,C,1,5,3.4695,0.004
316,PL0013,pdz.1,sh3.3,4,C5,5,C,2,5,3.207,0.004
317,PL0013,pdz.1,sh3.3,4,C6,6,C,3,5,4.0895,0.004
318,PL0013,pdz.1,sh3.3,4,C7,7,C,1,10,3.663,0.004
319,PL0013,pdz.1,sh3.3,4,C8,8,C,2,10,3.24,0.004
320,PL0013,pdz.1,sh3.3,4,C9,9,C,3,10,4.0515,0.004
321,PL0013,pdz.1,sh3.3,4,C10,10,C,1,20,3.425,0.004
322,PL0013,pdz.1,sh3.3,4,C11,11,C,2,20,2.956,0.004
323,PL0013,pdz.1,sh3.3,4,C12,12,C,3,20,5.1205,0.00800000000000001
324,PL0013,pdz.3,sh3.1,4,D1,1,D,1,0,4.5275,0.004
325,PL0013,pdz.3,sh3.1,4,D2,2,D,2,0,2.7875,0.004
326,PL0013,pdz.3,sh3.1,4,D3,3,D,3,0,4.1155,0.004
327,PL0013,pdz.3,sh3.1,4,D4,4,D,1,5,3.993,0.004
328,PL0013,pdz.3,sh3.1,4,D5,5,D,2,5,3.6555,0.004
329,PL0013,pdz.3,sh3.1,4,D6,6,D,3,5,3.9335,0.004
330,PL0013,pdz.3,sh3.1,4,D7,7,D,1,10,3.718,0.004
331,PL0013,pdz.3,sh3.1,4,D8,8,D,2,10,2.8745,0.004
332,PL0013,pdz.3,sh3.1,4,D9,9,D,3,10,4.0665,0.004
